序号,交易日期,客户ID,交易金额,交易次数,成员类型,省份
36375,2017/5/11,C014320006,2000,1,自助成员,江苏
36376,2017/5/11,C014370003,7833,9,自助成员,江苏
36377,2017/5/11,C014540002,3746.5,2,线上成员,西藏
36378,2017/5/11,C015100003,496199.2,250,自助成员,广西
36379,2017/5/11,C015100004,26127,9,自助成员,广州
36380,2017/5/11,C015100009,1158,3,自助成员,宁夏
36381,2017/5/11,C015100010,401825.88,130,自助成员,甘肃
36382,2017/5/11,C015100021,51498.8,30,线上成员,青海
36383,2017/5/11,C015100022,100,2,线上成员,江苏
36384,2017/5/11,C015100024,704.63,4,自助成员,西藏
36385,2017/5/11,C015100025,383,1,线上成员,广西
36386,2017/5/11,C015100026,2930,2,线下成员,江苏
36387,2017/5/11,C015110006,207.75,1,线上成员,甘肃
36388,2017/5/11,C015120002,453407.49,170,线上成员,宁夏
36389,2017/5/11,C015120004,1123,7,线下成员,宁夏
36390,2017/5/11,C015180006,3196.61,13,线上成员,江苏
36391,2017/5/11,C015190003,225.4,4,线上成员,广西
36392,2017/5/11,C015310010,1191,1,线上成员,江苏
36393,2017/5/11,C015310013,242.92,2,线下成员,青海
36394,2017/5/11,C015320001,733.31,3,自助成员,广西
36395,2017/5/11,C015320006,1995.6,2,自助成员,上海
36396,2017/5/11,C015320028,652.36,9,自助成员,江苏
36397,2017/5/11,C015320034,900,2,自助成员,江苏
36398,2017/5/11,C015320037,249,2,自助成员,内蒙
36399,2017/5/11,C015320041,103000,105,线下成员,广州
36400,2017/5/11,C015350009,53500,10,线下成员,青海
36401,2017/5/11,C015350017,900,1,自助成员,广西
36402,2017/5/11,C015370004,1475.98,17,线上成员,江苏
36403,2017/5/11,C015380004,315,1,自助成员,内蒙
36404,2017/5/11,C015430006,1124.6,2,自助成员,广州
36405,2017/5/11,C015510001,1257.19,11,线下成员,广西
36406,2017/5/11,C015560004,30969,31,自助成员,江苏
36407,2017/5/11,C015710006,1041.5,7,线下成员,江苏
36408,2017/5/11,C015710014,110,1,线下成员,宁夏
36409,2017/5/11,C015710015,393,1,线下成员,广州
36410,2017/5/11,C015710022,125.6,1,线下成员,内蒙
36411,2017/5/11,C015710033,445,4,线下成员,西藏
36412,2017/5/11,C015710040,2402.7,4,自助成员,内蒙
36413,2017/5/11,C015730004,0,1,线上成员,广州
36414,2017/5/11,C015740009,0,10,自助成员,内蒙
36415,2017/5/11,C015740018,0,10,线上成员,广州
36416,2017/5/11,C015740027,191,2,自助成员,内蒙
36417,2017/5/11,C016340003,6130,3,自助成员,青海
36418,2017/5/11,C016350006,224.5,1,线上成员,上海
36419,2017/5/11,C017120002,153,2,自助成员,江苏
36420,2017/5/11,C017130006,1021.11,10,线下成员,宁夏
36421,2017/5/11,C017150003,80000,20,线下成员,广州
36422,2017/5/11,C017150004,1515.2,3,线上成员,内蒙
36423,2017/5/11,C017150007,233.4,1,自助成员,广州
36424,2017/5/11,C017160001,1300,1,线上成员,宁夏
36425,2017/5/11,C017160005,1971.82,14,自助成员,内蒙
36426,2017/5/11,C017550017,216.04,1,自助成员,广州
36427,2017/5/11,C017690003,1760.8,23,线上成员,甘肃
36428,2017/5/11,C017710023,65075,97,自助成员,青海
36429,2017/5/11,C017710029,36050,20,线上成员,青海
36430,2017/5/11,C017750004,130,10,线下成员,江苏
36431,2017/5/11,C017780004,130,10,线上成员,广州
36432,2017/5/11,C018120001,2400,1,线下成员,广西
36433,2017/5/11,C018320001,503200,281,线下成员,甘肃
36434,2017/5/11,C018710003,989664,416,自助成员,内蒙
36435,2017/5/11,C01null0002,18.04,2,线下成员,广州
36436,2017/5/11,C035100002,150,1,自助成员,广州
36437,2017/5/11,C035100008,3780,4,线上成员,青海
36438,2017/5/11,C050210007,490294.21,279,自助成员,广州
36439,2017/5/11,C055950001,2754.16,5,线下成员,广州
36440,2017/5/11,C055960001,896,4,线上成员,西藏
36441,2017/5/11,C080100007,1056099,1051,线上成员,青海
36442,2017/5/11,C080100017,1944,2,自助成员,广州
36443,2017/5/11,C080200018,10506.8,42,自助成员,西藏
36444,2017/5/11,C080200046,4348,25,自助成员,青海
36445,2017/5/11,C080210010,3967.26,24,线下成员,青海
36446,2017/5/11,C080210013,8130.95,39,线下成员,上海
36447,2017/5/11,C080210026,131.7,1,线下成员,上海
36448,2017/5/11,C080220006,79155.71,60,自助成员,广州
36449,2017/5/11,C080220011,1971.45,5,自助成员,内蒙
36450,2017/5/11,C080220021,166.3,2,线上成员,甘肃
36451,2017/5/11,C080220022,2178.53,26,自助成员,江苏
36452,2017/5/11,C080220023,5792.11,56,自助成员,甘肃
36453,2017/5/11,C080240004,111,1,线下成员,内蒙
36454,2017/5/11,C080240022,93699.6,30,线下成员,广州
36455,2017/5/11,C080250016,121,1,自助成员,上海
36456,2017/5/11,C080270001,4189.38,22,线上成员,江苏
36457,2017/5/11,C080270004,322.65,8,自助成员,甘肃
36458,2017/5/11,C080270007,1.00E+05,30,线下成员,广州
36459,2017/5/11,C080270021,2188.8,45,线下成员,内蒙
36460,2017/5/11,C080270023,390.66,4,线上成员,西藏
36461,2017/5/11,C080270025,686.45,3,自助成员,江苏
36462,2017/5/11,C080270032,374,1,线上成员,青海
36463,2017/5/11,C080270038,1094.51,5,自助成员,青海
36464,2017/5/11,C080270041,469.13,2,线下成员,广州
36465,2017/5/11,C080270042,5152.61,16,线下成员,青海
36466,2017/5/11,C080270048,3354.01,28,自助成员,广西
36467,2017/5/11,C080270050,1.00E+05,30,线下成员,上海
36468,2017/5/11,C080270051,1283,1,线下成员,江苏
36469,2017/5/11,C080270052,102.32,2,线上成员,西藏
36470,2017/5/11,C080280033,654.5,2,线下成员,内蒙
36471,2017/5/11,C083110006,152.92,1,自助成员,西藏
36472,2017/5/11,C083170008,1194.66,10,自助成员,西藏
36473,2017/5/11,C083700004,1400,1,线上成员,内蒙
36474,2017/5/11,C083710005,820.15,5,自助成员,广州
36475,2017/5/11,C083750001,2095,3,线上成员,内蒙
36476,2017/5/11,C083910001,119.11,3,线上成员,广州
36477,2017/5/11,C084510001,2541.39,10,线下成员,宁夏
36478,2017/5/11,C084510008,1283.98,20,线下成员,西藏
36479,2017/5/11,C084550001,289.85,1,线下成员,青海
36480,2017/5/11,C085120011,462,3,线下成员,内蒙
36481,2017/5/11,C085130016,442,2,线下成员,内蒙
36482,2017/5/11,C085160002,1505,17,线上成员,宁夏
36483,2017/5/11,C085170001,304.9,1,线下成员,广西
36484,2017/5/11,C085190002,4169.03,19,线下成员,内蒙
36485,2017/5/11,C085300004,1838,2,线下成员,甘肃
36486,2017/5/11,C085320005,1108.35,3,线下成员,广州
36487,2017/5/11,C085320008,30,1,线上成员,广州
36488,2017/5/11,C085320019,1236.51,2,自助成员,青海
36489,2017/5/11,C085320040,909.91,10,线上成员,青海
36490,2017/5/11,C085330007,552.9,5,线下成员,西藏
36491,2017/5/11,C085340011,181.5,4,线下成员,青海
36492,2017/5/11,C085370018,2908.12,23,线上成员,江苏
36493,2017/5/11,C085510031,7272.67,31,自助成员,广西
36494,2017/5/11,C085510036,3822.22,74,线下成员,广州
36495,2017/5/11,C085510041,4210.91,29,线上成员,广西
36496,2017/5/11,C085710007,30,1,线下成员,上海
36497,2017/5/11,C085710028,176.75,3,线下成员,青海
36498,2017/5/11,C085710029,8574.75,42,线上成员,江苏
36499,2017/5/11,C085730004,299,3,自助成员,广西
36500,2017/5/11,C085730008,987.25,13,线上成员,广州
36501,2017/5/11,C085740011,387.53,1,线上成员,上海
36502,2017/5/11,C085740012,3568.27,27,自助成员,广西
36503,2017/5/11,C085920012,508.02,4,自助成员,甘肃
36504,2017/5/11,C086320008,26.16,1,自助成员,甘肃
36505,2017/5/11,C086320009,343,1,线上成员,广州
36506,2017/5/11,C087100003,110591.66,29,线上成员,广西
36507,2017/5/11,C087170001,156.33,2,线上成员,江苏
36508,2017/5/11,C087310004,3324.2,53,线下成员,宁夏
36509,2017/5/11,C087310007,10738.76,92,线上成员,西藏
36510,2017/5/11,C087310048,3985.47,36,线下成员,宁夏
36511,2017/5/11,C087690008,4523.59,22,线下成员,广州
36512,2017/5/11,C088710018,3618.58,18,自助成员,西藏
36513,2017/5/11,C090210002,963.2,3,线下成员,青海
36514,2017/5/11,C090220002,1308.38,4,线上成员,广州
36515,2017/5/11,C090280034,70.16,1,自助成员,江苏
36516,2017/5/11,C090280035,253,1,自助成员,广西
36517,2017/5/11,C093150004,2313.28,10,自助成员,宁夏
36518,2017/5/11,C095320001,100,1,线下成员,江苏
36519,2017/5/11,C095360003,783.5,2,自助成员,甘肃
36520,2017/5/11,C095430001,1396.3,4,线下成员,甘肃
36521,2017/5/11,C095730003,387,1,线下成员,甘肃
36522,2017/5/11,C097240001,931.9,2,线上成员,西藏
36523,2017/5/11,C097770001,128.7,10,线下成员,广州
36524,2017/5/11,C099170001,240,1,自助成员,西藏
36525,2017/5/11,C2801-1098,639.75,5,自助成员,青海
36526,2017/5/11,C4201-39,2385,2,线上成员,西藏
36527,2017/5/11,Z03053,1102.55,5,自助成员,宁夏
36528,2017/5/12,205,3910.69,45,自助成员,广西
36529,2017/5/12,261,3699.49,36,线上成员,广西
36530,2017/5/12,313,2714.75,38,自助成员,上海
36531,2017/5/12,447,2272.24,11,线下成员,西藏
36532,2017/5/12,451,1497.56,53,自助成员,西藏
36533,2017/5/12,667,3629.48,29,自助成员,广州
36534,2017/5/12,887,4459.25,16,线下成员,甘肃
36535,2017/5/12,1096,1820.64,16,自助成员,上海
36536,2017/5/12,1338,2525.29,28,线下成员,甘肃
36537,2017/5/12,1661,2799.43,16,线下成员,甘肃
36538,2017/5/12,1914,5475.63,23,线下成员,上海
36539,2017/5/12,2428,575.6,5,自助成员,上海
36540,2017/5/12,2947,5142.29,28,线下成员,甘肃
36541,2017/5/12,3356,2082.52,23,线下成员,广西
36542,2017/5/12,3433,51.5,1,线上成员,广州
36543,2017/5/12,3437,100,1,自助成员,宁夏
36544,2017/5/12,3600,2595.66,29,自助成员,江苏
36545,2017/5/12,3778,6.06,2,线下成员,广西
36546,2017/5/12,3925,10,10,自助成员,甘肃
36547,2017/5/12,4738,1.00E+05,22,线下成员,广西
36548,2017/5/12,4764,3807.5,5,线下成员,宁夏
36549,2017/5/12,5099,430,1,线上成员,广西
36550,2017/5/12,5206,1742.52,20,线下成员,青海
36551,2017/5/12,5207,127.49,1,线下成员,西藏
36552,2017/5/12,5211,180.25,2,线上成员,内蒙
36553,2017/5/12,5228,1354.3,8,线上成员,甘肃
36554,2017/5/12,5271,0,10,线上成员,甘肃
36555,2017/5/12,5278,10963.88,20,线下成员,广州
36556,2017/5/12,5724,1790.94,14,线下成员,江苏
36557,2017/5/12,5817,1352238,1516,线下成员,宁夏
36558,2017/5/12,5864,239760,240,线上成员,宁夏
36559,2017/5/12,5874,561236,825,自助成员,西藏
36560,2017/5/12,5878,102,1,自助成员,广西
36561,2017/5/12,5896,483502,711,自助成员,内蒙
36562,2017/5/12,5923,3072.5,2,自助成员,江苏
36563,2017/5/12,5935,4249.15,31,线下成员,广州
36564,2017/5/12,6169,158.3,1,自助成员,广州
36565,2017/5/12,6439,2390.1,8,线上成员,宁夏
36566,2017/5/12,6712,2660.6,17,线上成员,甘肃
36567,2017/5/12,6810,1012.5,18,自助成员,青海
36568,2017/5/12,6813,2421.24,43,线下成员,广西
36569,2017/5/12,6931,4948.58,52,线上成员,广西
36570,2017/5/12,7496,89.65,3,自助成员,甘肃
36571,2017/5/12,7603,5744.31,37,线下成员,江苏
36572,2017/5/12,7963,618.5,5,线上成员,广西
36573,2017/5/12,8903,172.5,1,线下成员,青海
36574,2017/5/12,9010,0,40,自助成员,内蒙
36575,2017/5/12,9476,1371,37,线下成员,江苏
36576,2017/5/12,9757,1048,4,线下成员,西藏
36577,2017/5/12,9826,2286.3,25,自助成员,广西
36578,2017/5/12,10354,416.26,3,线下成员,宁夏
36579,2017/5/12,10475,2273.36,13,自助成员,内蒙
36580,2017/5/12,10476,360,1,自助成员,广州
36581,2017/5/12,10643,5196.44,48,线上成员,广西
36582,2017/5/12,10692,10,10,线下成员,江苏
36583,2017/5/12,11166,4655,15,线上成员,广西
36584,2017/5/12,11598,10,10,线上成员,青海
36585,2017/5/12,11788,2109,41,线下成员,广州
36586,2017/5/12,12216,8668.96,76,线上成员,西藏
36587,2017/5/12,12429,145.4,3,线上成员,江苏
36588,2017/5/12,14042,4280.19,46,自助成员,江苏
36589,2017/5/12,14044,510360,360,线下成员,西藏
36590,2017/5/12,14090,0,10,线上成员,西藏
36591,2017/5/12,14131,23745,11,自助成员,上海
36592,2017/5/12,1001-1431,6417.84,1,自助成员,甘肃
36593,2017/5/12,1001-1463,7120.42,117,线下成员,内蒙
36594,2017/5/12,1002-741,736.94,3,自助成员,甘肃
36595,2017/5/12,100729,1873.88,10,线上成员,上海
36596,2017/5/12,100756,573.7,9,自助成员,广州
36597,2017/5/12,100762,2260.55,17,自助成员,甘肃
36598,2017/5/12,1011-121,4026.16,24,线上成员,广西
36599,2017/5/12,1011-136,7218.51,81,自助成员,甘肃
36600,2017/5/12,1301-1636,11113.6,21,线下成员,上海
36601,2017/5/12,1301-272,5208,4,自助成员,甘肃
36602,2017/5/12,1301-842,69595.9,42,线下成员,上海
36603,2017/5/12,1301-861,2534.2,22,线下成员,甘肃
36604,2017/5/12,1301-862,192.26,1,线下成员,江苏
36605,2017/5/12,1301-864,4789.4,36,线上成员,宁夏
36606,2017/5/12,1301-872,80,1,线上成员,甘肃
36607,2017/5/12,1301-878,160558.37,69,线上成员,西藏
36608,2017/5/12,1301-887,102934,58,线上成员,甘肃
36609,2017/5/12,1301-892,178930,92,线下成员,西藏
36610,2017/5/12,1301-894,7437.1,29,线下成员,广州
36611,2017/5/12,1301-907,41675.2,25,自助成员,广西
36612,2017/5/12,130108-846,297.15,1,线下成员,宁夏
36613,2017/5/12,1303-837,1512,3,线下成员,广西
36614,2017/5/12,130304-847,250.4,1,线上成员,内蒙
36615,2017/5/12,1304-848,555,3,线上成员,广西
36616,2017/5/12,1305-843,335,2,自助成员,宁夏
36617,2017/5/12,1306-1634,270.6,3,线下成员,宁夏
36618,2017/5/12,1306-3216,35,1,线下成员,内蒙
36619,2017/5/12,1306-839,93959.81,58,线下成员,上海
36620,2017/5/12,1306-841,3043.01,14,自助成员,青海
36621,2017/5/12,1310-1638,1200,1,线上成员,宁夏
36622,2017/5/12,1310-296,1437.2,3,线下成员,广西
36623,2017/5/12,1401-112,2198.32,10,自助成员,广西
36624,2017/5/12,1401-1300,220,1,自助成员,广州
36625,2017/5/12,1401-1301,4130.96,17,线上成员,广州
36626,2017/5/12,1401-1302,65.5,2,线下成员,江苏
36627,2017/5/12,1401-1304,335.22,9,线上成员,西藏
36628,2017/5/12,1401-1307,315,3,线下成员,江苏
36629,2017/5/12,1405-1644,202622.82,102,线上成员,青海
36630,2017/5/12,140504-1645,590,6,线下成员,内蒙
36631,2017/5/12,1601-1811,958.37,5,自助成员,宁夏
36632,2017/5/12,1601-3401,204.05,3,自助成员,江苏
36633,2017/5/12,1601-49,1218.8,1,线下成员,西藏
36634,2017/5/12,1601-932,2192.2,14,线上成员,内蒙
36635,2017/5/12,1601-9631,1722.54,10,自助成员,青海
36636,2017/5/12,1602-12,182.12,1,线上成员,上海
36637,2017/5/12,1602-1653,1069,4,线上成员,上海
36638,2017/5/12,1602-1669,11025,5,线上成员,广西
36639,2017/5/12,1602-1674,1524.65,9,自助成员,青海
36640,2017/5/12,1602-1682,2721.67,20,线下成员,宁夏
36641,2017/5/12,1602-1683,2621.97,16,自助成员,内蒙
36642,2017/5/12,1602-1685,2065.12,28,线下成员,内蒙
36643,2017/5/12,1602-1718,99383.64,33,线下成员,内蒙
36644,2017/5/12,1602-1809,137,1,线上成员,甘肃
36645,2017/5/12,1602-3397,5613,4,线下成员,甘肃
36646,2017/5/12,1603-20,51.7,10,线上成员,宁夏
36647,2017/5/12,160507-3392,223,2,线上成员,广州
36648,2017/5/12,160507-571,336,1,自助成员,西藏
36649,2017/5/12,1609-26,4287.69,81,线上成员,西藏
36650,2017/5/12,1611-992,142.25,1,线下成员,广州
36651,2017/5/12,1612-168,5630,31,自助成员,上海
36652,2017/5/12,1701-11,1776.68,18,自助成员,青海
36653,2017/5/12,1701-195,5760.65,46,线下成员,青海
36654,2017/5/12,1701-196,4343.12,37,线上成员,甘肃
36655,2017/5/12,1701-2165,5063.05,35,线下成员,广西
36656,2017/5/12,1701-2172,394.42,2,线下成员,西藏
36657,2017/5/12,1701-2188,1206.04,9,线下成员,内蒙
36658,2017/5/12,1701-2198,338,4,线下成员,宁夏
36659,2017/5/12,1702-14,759.2,1,自助成员,宁夏
36660,2017/5/12,1702-217,154.4,1,线上成员,江苏
36661,2017/5/12,1702-2262,945.21,3,线下成员,甘肃
36662,2017/5/12,1702-2301,0,10,线上成员,广西
36663,2017/5/12,1702-2311,9794,7,线下成员,广西
36664,2017/5/12,1702-2313,1005,2,线下成员,上海
36665,2017/5/12,1702-2323,0,10,线上成员,内蒙
36666,2017/5/12,1702-2353,972.25,7,线上成员,甘肃
36667,2017/5/12,1702-3352,0,10,线上成员,西藏
36668,2017/5/12,170205-2268,0,10,线上成员,江苏
36669,2017/5/12,170207-215,3451.32,17,线上成员,宁夏
36670,2017/5/12,1704-2231,1568.18,9,线下成员,宁夏
36671,2017/5/12,170402-2222,650.47,7,线上成员,青海
36672,2017/5/12,170603-2358,194.5,1,线上成员,西藏
36673,2017/5/12,1709-2263,0,10,线下成员,青海
36674,2017/5/12,1710-3358,0,10,线上成员,广西
36675,2017/5/12,1710-3362,0,10,线下成员,内蒙
36676,2017/5/12,1710-34,286,2,线上成员,青海
36677,2017/5/12,1801-2070,245.3,1,线下成员,内蒙
36678,2017/5/12,1801-2077,1098.68,2,自助成员,西藏
36679,2017/5/12,1801-2104,110889,111,自助成员,甘肃
36680,2017/5/12,1801-2117,665.6,7,线上成员,青海
36681,2017/5/12,1902-221,2264,4,自助成员,西藏
36682,2017/5/12,1902-2400,6599.37,55,线上成员,内蒙
36683,2017/5/12,1903-2433,349,2,线下成员,青海
36684,2017/5/12,1905-2440,1750,1,自助成员,甘肃
36685,2017/5/12,1905-2444,1402,8,线上成员,广西
36686,2017/5/12,1905-2453,1877.57,7,自助成员,上海
36687,2017/5/12,1905-2461,115,2,线下成员,上海
36688,2017/5/12,1905-2462,1327.5,1,自助成员,上海
36689,2017/5/12,1905-2465,1707,1,线上成员,青海
36690,2017/5/12,1905-2467,2008,5,自助成员,宁夏
36691,2017/5/12,190505-2456,1622,3,自助成员,广西
36692,2017/5/12,190506-2455,3470,2,线下成员,甘肃
36693,2017/5/12,2001-231,3709.91,18,线下成员,青海
36694,2017/5/12,2101-1858,10356.32,87,线上成员,西藏
36695,2017/5/12,2101-1869,1583.28,15,线下成员,广西
36696,2017/5/12,2101-1878,729.41,19,线下成员,广州
36697,2017/5/12,2101-2017,4027,2,自助成员,江苏
36698,2017/5/12,2101-48,11950.15,9,自助成员,上海
36699,2017/5/12,2102-1382,960.93,11,自助成员,广西
36700,2017/5/12,2102-167,10447.74,47,线下成员,宁夏
36701,2017/5/12,2102-3295,725.73,3,线下成员,江苏
36702,2017/5/12,2102-3296,1450,1,线下成员,内蒙
36703,2017/5/12,2102-3312,265,1,自助成员,上海
36704,2017/5/12,2102-3314,297,1,线下成员,广州
36705,2017/5/12,2103-1910,750.65,7,线下成员,青海
36706,2017/5/12,2103-1943,4398.86,26,线上成员,上海
36707,2017/5/12,2103-3284,696.72,16,线上成员,内蒙
36708,2017/5/12,74266,32691,5,线下成员,广西
36709,2017/5/12,210303-1928,84.89,2,自助成员,上海
36710,2017/5/12,2106-1962,410,6,线上成员,青海
36711,2017/5/12,2106-1988,51100,10,自助成员,甘肃
36712,2017/5/12,2106-3158,130,2,自助成员,江苏
36713,2017/5/12,2106-3195,490,2,自助成员,宁夏
36714,2017/5/12,210711-23,1623,4,自助成员,青海
36715,2017/5/12,210810-3151,1171.08,3,线上成员,甘肃
36716,2017/5/12,2113-1997,2100.75,4,线下成员,内蒙
36717,2017/5/12,2113-2013,206200,98,自助成员,西藏
36718,2017/5/12,2113-2063,218200,100,线上成员,甘肃
36719,2017/5/12,2113-44,2852.58,11,自助成员,上海
36720,2017/5/12,211310-2002,142.15,3,自助成员,甘肃
36721,2017/5/12,211312-1993,193.78,5,自助成员,江苏
